1,,-2118,688,,-500,688,,500,688,,2118,688
2,,2118,688,,809,-263,,0,-851,,-1309,-1802
3,,-1309,-1802,,-809,-263,,-500,688,,0,2227
4,,0,2227,,500,688,,809,-263,,1309,-1802
5,,1309,-1802,,0,-851,,-809,-263,,-2118,688
